delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP03057,Divya H,Bengaluru,Bike,Full-time,4.84,Y
DP14265,Suresh N,Chennai,Car,Full-time,4.59,Y
DP02979,Santosh Y,Pune,Scooter,Part-time,4.21,N
DP10603,Suresh K,Delhi,Bike,Contract,4.07,Y
DP13186,Priya T,Hyderabad,Scooter,Full-time,4.15,N
DP01752,Neha W,Pune,Scooter,Contract,3.55,Y
DP05605,Sneha Z,Delhi,Cycle,Full-time,4.51,N
DP10006,Santosh R,Delhi,Bike,Contract,4.31,Y
DP14519,Sneha F,Pune,Scooter,Full-time,4.38,Y
DP06437,Rahul I,Bengaluru,Bike,Full-time,4.23,Y
DP04919,Sneha R,Bengaluru,Scooter,Part-time,4.04,Y
DP09078,Sneha J,Mumbai,Bike,Full-time,4.29,Y
DP13746,Manoj N,Hyderabad,Cycle,Full-time,3.46,Y
DP00712,Pooja N,Ahmedabad,Cycle,Full-time,4.02,Y
DP01899,Meena M,Hyderabad,Bike,Contract,4.04,Y
DP07372,Priya T,Kolkata,Scooter,Contract,4.3,Y
DP10856,Priya F,Delhi,Bike,Contract,4.06,Y
DP04847,Santosh D,Ahmedabad,Scooter,Full-time,4.2,Y
DP11984,Arjun A,Kolkata,Cycle,Contract,4.09,Y
DP10690,Shreya E,Hyderabad,Cycle,Part-time,4.7,Y
DP12328,Deepak Z,Pune,Scooter,Part-time,3.74,Y
DP03180,Vikas O,Delhi,Cycle,Full-time,4.45,Y
DP04243,Rahul Y,Bengaluru,Bike,Contract,4.28,Y
DP01796,Nikhil G,Pune,Scooter,Contract,3.53,Y
DP08030,Sneha C,Hyderabad,Scooter,Full-time,3.95,N
DP13088,Ananya G,Delhi,Scooter,Contract,4.23,Y
DP09150,Pooja X,Mumbai,Scooter,Full-time,3.84,Y
DP11707,Rahul K,Delhi,Bike,Contract,3.72,Y
DP01205,Shreya S,Kolkata,Scooter,Contract,4.37,Y
DP00197,Priya S,Hyderabad,Bike,Full-time,4.79,Y
DP07445,Rahul B,Hyderabad,Scooter,Full-time,4.28,Y
DP11541,Vikas G,Kolkata,Scooter,Full-time,3.97,Y
DP10637,Neha G,Delhi,Car,Full-time,4.16,Y
DP07168,Deepak D,Mumbai,Scooter,Contract,4.18,Y
DP07923,Pooja E,Bengaluru,Bike,Full-time,4.17,Y
DP12051,Amit X,Kolkata,Scooter,Full-time,4.37,Y
DP05004,Amit T,Pune,Bike,Full-time,3.92,Y
DP10848,Deepak I,Delhi,Bike,Full-time,4.34,Y
DP03695,Sneha K,Delhi,Car,Part-time,4.42,Y
DP11438,Suresh X,Chennai,Scooter,Full-time,4.15,Y
DP14584,Rakesh H,Delhi,Scooter,Full-time,4.1,Y
DP14406,Divya B,Ahmedabad,Bike,Part-time,4.27,Y
DP14092,Meena K,Mumbai,Scooter,Part-time,4.12,Y
DP14654,Priya H,Hyderabad,Scooter,Part-time,3.9,Y
DP04737,Vikas N,Ahmedabad,Scooter,Part-time,4.18,Y
DP11807,Rahul Z,Bengaluru,Scooter,Full-time,4.03,Y
DP03267,Pooja F,Kolkata,Scooter,Full-time,4.09,N
DP02428,Ananya O,Mumbai,Cycle,Part-time,4.28,Y
DP09767,Ananya X,Hyderabad,Car,Full-time,4.76,Y
DP09714,Arjun N,Hyderabad,Bike,Part-time,3.98,Y
DP07163,Arjun I,Mumbai,Bike,Full-time,4.36,N
DP14257,Manoj S,Pune,Bike,Contract,4.09,N
DP12231,Suresh I,Pune,Cycle,Part-time,4.53,Y
DP05326,Pooja D,Hyderabad,Cycle,Part-time,4.27,Y
DP08599,Arjun J,Ahmedabad,Cycle,Full-time,3.99,Y
DP08696,Sneha E,Bengaluru,Scooter,Part-time,3.95,Y
DP06997,Manoj J,Mumbai,Scooter,Full-time,4.46,Y
DP00153,Ananya T,Kolkata,Bike,Full-time,4.42,Y
DP07664,Neha V,Bengaluru,Scooter,Full-time,4.18,Y
DP08841,Pooja G,Bengaluru,Bike,Full-time,4.34,Y
DP04848,Pooja S,Mumbai,Scooter,Full-time,3.88,Y
DP09209,Divya G,Bengaluru,Scooter,Full-time,3.76,Y
DP03682,Shreya R,Ahmedabad,Cycle,Contract,4.03,Y
DP07360,Amit U,Mumbai,Cycle,Full-time,3.64,N
DP10481,Ananya O,Hyderabad,Bike,Full-time,3.97,Y
DP02190,Rakesh G,Kolkata,Scooter,Contract,4.32,Y
DP14179,Divya V,Hyderabad,Bike,Full-time,4.45,N
DP09034,Meena Z,Bengaluru,Scooter,Part-time,4.52,Y
DP01382,Santosh I,Pune,Bike,Contract,3.75,Y
DP04425,Ananya J,Bengaluru,Car,Full-time,4.89,Y
DP01622,Suresh Q,Chennai,Bike,Full-time,4.13,Y
DP01506,Ananya T,Bengaluru,Scooter,Part-time,4.07,N
DP12182,Suresh H,Delhi,Bike,Full-time,4.25,Y
DP13056,Amit U,Delhi,Bike,Part-time,4.5,Y
DP13900,Santosh X,Kolkata,Scooter,Part-time,4.45,N
DP05985,Sneha I,Bengaluru,Scooter,Full-time,4.27,Y
DP12838,Ananya U,Bengaluru,Bike,Part-time,4.13,Y
DP06142,Rakesh B,Ahmedabad,Bike,Full-time,3.65,Y
DP01853,Divya A,Bengaluru,Cycle,Full-time,4.1,N
DP12679,Santosh W,Chennai,Car,Part-time,4.21,Y
DP01193,Divya Z,Chennai,Cycle,Contract,4.85,Y
DP03553,Sneha H,Bengaluru,Scooter,Full-time,4.59,Y
DP13133,Shreya C,Kolkata,Cycle,Part-time,4.75,Y
DP03854,Vikas C,Kolkata,Bike,Part-time,3.69,N
DP01675,Vikas C,Bengaluru,Scooter,Full-time,4.03,Y
DP03545,Meena I,Pune,Scooter,Part-time,4.56,Y
DP02731,Kiran Q,Pune,Scooter,Full-time,4.69,Y
DP00669,Santosh Q,Pune,Scooter,Full-time,4.17,Y
DP05681,Neha K,Bengaluru,Bike,Part-time,3.63,Y
DP01886,Pooja Z,Bengaluru,Bike,Contract,4.28,Y
DP00165,Priya Z,Bengaluru,Car,Contract,4.03,Y
DP11096,Pooja G,Chennai,Bike,Full-time,4.37,Y
DP14169,Ravi M,Bengaluru,Bike,Contract,4.22,Y
DP13317,Ananya V,Mumbai,Scooter,Contract,4.5,Y
DP07608,Amit I,Mumbai,Scooter,Full-time,4.44,Y
DP02525,Arjun L,Delhi,Scooter,Full-time,4.34,Y
DP11974,Ravi S,Ahmedabad,Scooter,Contract,4.02,Y
DP09080,Vikas L,Delhi,Bike,Part-time,4.2,Y
DP14887,Ananya U,Bengaluru,Car,Contract,4.27,Y
DP13342,Ravi J,Bengaluru,Scooter,Full-time,4.14,Y
DP07878,Rakesh Q,Chennai,Scooter,Part-time,4.16,Y
DP01722,Sneha I,Pune,Scooter,Contract,3.83,Y
DP05996,Kiran E,Pune,Cycle,Full-time,3.51,N
DP06618,Ravi J,Pune,Scooter,Full-time,4.23,Y
DP11294,Vikas N,Chennai,Scooter,Contract,4.02,Y
DP12527,Meena E,Mumbai,Bike,Part-time,4.4,N
DP00226,Ravi M,Delhi,Bike,Contract,4.05,Y
DP03984,Ravi Q,Delhi,Car,Contract,4.36,Y
DP11617,Kiran U,Delhi,Scooter,Contract,3.98,Y
DP11508,Sneha F,Hyderabad,Scooter,Full-time,5.0,Y
DP10612,Neha Y,Hyderabad,Scooter,Full-time,3.98,Y
DP03432,Shreya R,Kolkata,Scooter,Contract,4.64,Y
DP03220,Ananya F,Hyderabad,Bike,Part-time,4.68,Y
DP02716,Neha R,Kolkata,Cycle,Full-time,4.58,Y
DP01803,Pooja G,Bengaluru,Cycle,Part-time,4.61,Y
DP06081,Nikhil I,Bengaluru,Scooter,Part-time,3.77,N
DP02110,Arjun P,Mumbai,Scooter,Full-time,3.93,N
DP02813,Ananya N,Kolkata,Scooter,Part-time,3.91,Y
DP13905,Neha D,Delhi,Scooter,Full-time,3.83,Y
DP07541,Meena W,Bengaluru,Bike,Full-time,3.96,Y
DP01220,Divya W,Bengaluru,Scooter,Full-time,4.02,Y
DP10842,Suresh G,Hyderabad,Bike,Part-time,4.22,Y
DP07861,Nikhil Q,Pune,Bike,Full-time,3.94,N
DP12289,Ananya M,Bengaluru,Scooter,Full-time,4.45,Y
DP00451,Rahul F,Bengaluru,Scooter,Part-time,4.06,N
DP13771,Rahul S,Kolkata,Bike,Full-time,4.08,Y
DP07157,Ananya H,Ahmedabad,Bike,Part-time,4.15,Y
DP02650,Amit I,Hyderabad,Bike,Full-time,4.32,Y
DP03150,Vikas W,Bengaluru,Scooter,Contract,3.99,Y
DP08417,Vikas S,Ahmedabad,Bike,Full-time,4.3,Y
DP12847,Priya L,Bengaluru,Cycle,Full-time,4.17,Y
DP05502,Rakesh T,Ahmedabad,Scooter,Full-time,3.64,Y
DP02479,Amit V,Delhi,Car,Part-time,4.26,Y
DP07570,Rakesh T,Pune,Scooter,Full-time,4.04,Y
DP10874,Pooja Y,Hyderabad,Bike,Part-time,4.39,Y
DP06310,Neha J,Bengaluru,Bike,Full-time,4.01,Y
DP09395,Deepak S,Mumbai,Scooter,Contract,4.31,Y
DP04757,Arjun L,Bengaluru,Scooter,Part-time,3.91,Y
DP02898,Neha F,Bengaluru,Scooter,Full-time,4.05,N
DP12233,Priya O,Chennai,Scooter,Part-time,3.64,Y
DP10558,Divya D,Bengaluru,Scooter,Part-time,4.67,Y
DP09773,Santosh B,Chennai,Scooter,Full-time,4.3,Y
DP09530,Divya G,Delhi,Cycle,Contract,4.23,Y
DP14742,Deepak P,Pune,Scooter,Full-time,4.07,Y
DP00593,Meena B,Bengaluru,Scooter,Part-time,4.27,Y
DP12523,Rahul L,Delhi,Scooter,Full-time,4.41,Y
DP09103,Pooja R,Bengaluru,Bike,Full-time,4.38,N
DP11166,Rakesh A,Chennai,Scooter,Full-time,4.03,Y
DP10664,Neha M,Bengaluru,Scooter,Part-time,4.45,Y
DP08278,Shreya Z,Mumbai,Scooter,Contract,3.98,Y
DP07200,Neha C,Delhi,Scooter,Full-time,4.19,Y
DP04520,Ravi B,Bengaluru,Scooter,Full-time,4.32,Y
DP03152,Neha E,Delhi,Scooter,Full-time,4.49,Y
DP02775,Priya Y,Chennai,Bike,Part-time,4.23,Y
DP12755,Sneha S,Hyderabad,Scooter,Contract,3.89,Y
DP12615,Suresh R,Delhi,Bike,Full-time,4.0,Y
DP09370,Rahul O,Mumbai,Bike,Contract,4.44,Y
DP06450,Suresh K,Delhi,Bike,Contract,4.11,Y
DP05805,Deepak Q,Kolkata,Scooter,Contract,4.25,Y
DP12792,Vikas S,Delhi,Bike,Full-time,4.17,Y
DP06353,Santosh H,Bengaluru,Scooter,Part-time,4.41,N
DP09423,Pooja L,Bengaluru,Cycle,Part-time,3.75,Y
DP14061,Vikas Z,Ahmedabad,Scooter,Part-time,4.14,Y
DP14182,Divya L,Ahmedabad,Bike,Part-time,4.52,N
DP10321,Nikhil R,Chennai,Bike,Full-time,4.06,Y
DP06596,Divya O,Mumbai,Scooter,Contract,3.87,Y
DP08743,Neha J,Ahmedabad,Bike,Part-time,4.71,Y
DP00075,Deepak R,Bengaluru,Scooter,Part-time,3.89,Y
DP11214,Suresh Y,Hyderabad,Scooter,Full-time,3.84,Y
DP14436,Amit J,Chennai,Cycle,Full-time,4.46,Y
DP08269,Kiran A,Kolkata,Cycle,Full-time,4.54,N
DP00729,Arjun A,Bengaluru,Cycle,Contract,4.37,Y
DP12187,Rakesh G,Chennai,Bike,Contract,4.23,Y
DP03054,Rahul Y,Bengaluru,Scooter,Full-time,4.16,Y
DP04564,Deepak Y,Ahmedabad,Scooter,Contract,4.42,N
DP14438,Amit J,Kolkata,Bike,Full-time,3.89,Y
DP07675,Meena F,Mumbai,Scooter,Full-time,4.41,Y
DP03457,Rakesh N,Mumbai,Bike,Contract,4.21,Y
DP04594,Meena Q,Ahmedabad,Bike,Full-time,4.62,N
DP07927,Amit O,Bengaluru,Cycle,Contract,4.31,N
DP06868,Kiran B,Delhi,Bike,Part-time,4.28,Y
DP06453,Ananya S,Kolkata,Scooter,Contract,4.19,Y
DP05773,Vikas N,Ahmedabad,Bike,Part-time,4.37,Y
DP10928,Amit L,Chennai,Bike,Full-time,4.18,Y
DP11203,Suresh O,Hyderabad,Bike,Full-time,4.08,N
DP08106,Priya U,Mumbai,Bike,Full-time,4.34,Y
DP10213,Sneha L,Bengaluru,Cycle,Part-time,4.51,Y
DP13892,Deepak K,Hyderabad,Bike,Full-time,4.26,Y
DP13777,Amit B,Mumbai,Bike,Full-time,4.41,N
DP12929,Meena V,Delhi,Scooter,Full-time,4.28,Y
DP05487,Divya B,Pune,Bike,Full-time,4.17,Y
DP01385,Shreya T,Bengaluru,Bike,Full-time,3.98,Y
DP08068,Nikhil F,Bengaluru,Bike,Full-time,4.23,Y
DP05091,Priya W,Hyderabad,Scooter,Part-time,3.84,Y
DP12270,Ananya K,Pune,Bike,Part-time,3.64,Y
DP04642,Divya O,Chennai,Bike,Full-time,3.84,Y
DP01601,Priya F,Ahmedabad,Scooter,Full-time,3.64,Y
DP00391,Shreya U,Hyderabad,Scooter,Part-time,4.11,Y
DP11671,Deepak R,Chennai,Scooter,Full-time,4.27,Y
DP02392,Ravi S,Bengaluru,Scooter,Contract,4.38,Y
DP12158,Arjun L,Ahmedabad,Bike,Part-time,4.03,Y
DP03453,Amit F,Delhi,Bike,Full-time,4.4,Y
DP08166,Priya T,Delhi,Cycle,Contract,3.41,Y
DP07668,Priya U,Ahmedabad,Car,Contract,4.53,Y
DP06567,Manoj P,Mumbai,Scooter,Part-time,4.01,Y
DP00659,Kiran A,Hyderabad,Bike,Full-time,4.55,Y
DP01805,Divya V,Delhi,Bike,Full-time,4.94,Y
DP09491,Deepak K,Mumbai,Scooter,Part-time,3.96,N
DP11021,Neha P,Bengaluru,Scooter,Full-time,3.78,Y
DP00034,Santosh P,Delhi,Bike,Contract,4.12,Y
DP02297,Kiran K,Delhi,Scooter,Full-time,4.3,Y
DP12049,Santosh B,Chennai,Scooter,Full-time,3.82,N
DP01694,Manoj H,Bengaluru,Scooter,Full-time,3.81,Y
DP12140,Meena X,Delhi,Scooter,Part-time,4.34,Y
DP08058,Rakesh Y,Bengaluru,Scooter,Full-time,4.5,N
DP14563,Neha Y,Ahmedabad,Scooter,Full-time,4.67,Y
DP01725,Priya K,Pune,Scooter,Full-time,3.5,Y
DP11943,Ravi L,Chennai,Bike,Contract,3.95,Y
DP11652,Sneha B,Kolkata,Bike,Contract,4.11,Y
DP10870,Amit L,Mumbai,Cycle,Full-time,4.13,Y
DP10017,Sneha O,Delhi,Scooter,Full-time,4.76,N
DP07094,Sneha N,Bengaluru,Bike,Full-time,3.65,Y
DP08518,Nikhil M,Ahmedabad,Cycle,Full-time,4.33,Y
DP05900,Kiran P,Mumbai,Bike,Full-time,4.44,N
DP09398,Suresh T,Pune,Bike,Contract,3.91,Y
DP06427,Nikhil B,Bengaluru,Bike,Part-time,4.28,Y
DP07429,Santosh B,Chennai,Cycle,Part-time,4.14,Y
DP08715,Shreya O,Ahmedabad,Cycle,Contract,4.24,Y
DP00658,Priya I,Delhi,Scooter,Full-time,4.85,Y
DP02623,Arjun K,Mumbai,Cycle,Full-time,3.85,Y
DP12730,Sneha Q,Pune,Scooter,Part-time,4.12,Y
DP01791,Rahul E,Chennai,Car,Part-time,4.45,Y
DP09686,Manoj F,Bengaluru,Bike,Contract,4.2,N
DP09660,Manoj X,Pune,Cycle,Full-time,4.1,Y
DP13144,Neha V,Bengaluru,Bike,Full-time,3.94,Y
DP03556,Ananya X,Mumbai,Bike,Part-time,4.71,Y
DP05611,Nikhil M,Bengaluru,Scooter,Full-time,4.39,Y
DP06763,Deepak A,Ahmedabad,Bike,Part-time,3.79,Y
DP12276,Suresh Y,Kolkata,Scooter,Full-time,4.67,Y
DP03209,Rahul H,Bengaluru,Scooter,Full-time,4.02,N
DP14988,Arjun O,Bengaluru,Bike,Full-time,4.73,N
DP07280,Pooja I,Bengaluru,Scooter,Full-time,4.1,Y
DP09275,Santosh L,Bengaluru,Bike,Contract,4.47,Y
DP09207,Ananya S,Chennai,Scooter,Full-time,3.58,Y
DP10770,Rakesh C,Mumbai,Scooter,Contract,4.26,N
DP09679,Ananya R,Chennai,Cycle,Contract,4.59,Y
DP10846,Neha B,Mumbai,Scooter,Part-time,4.12,Y
DP00120,Arjun C,Bengaluru,Bike,Part-time,4.44,Y
DP14276,Suresh I,Kolkata,Scooter,Part-time,4.04,Y
DP13606,Vikas M,Kolkata,Cycle,Full-time,4.67,Y
DP14015,Arjun S,Bengaluru,Bike,Part-time,4.04,Y
DP12359,Manoj X,Chennai,Scooter,Full-time,4.3,Y
DP07631,Arjun D,Kolkata,Scooter,Contract,4.35,Y
DP05737,Ravi D,Chennai,Scooter,Full-time,3.59,Y
DP13563,Rahul Q,Delhi,Scooter,Full-time,4.19,Y
DP13676,Amit J,Kolkata,Bike,Full-time,4.11,N
DP01801,Kiran O,Mumbai,Bike,Part-time,4.57,Y
DP09701,Arjun F,Mumbai,Scooter,Full-time,4.82,Y
DP00037,Nikhil T,Pune,Bike,Full-time,4.6,Y
DP14322,Suresh H,Chennai,Bike,Contract,4.34,Y
DP05105,Manoj O,Bengaluru,Scooter,Part-time,4.36,Y
DP02169,Manoj G,Hyderabad,Bike,Full-time,4.3,Y
DP05317,Neha N,Kolkata,Cycle,Contract,4.23,Y
DP12811,Suresh K,Delhi,Bike,Full-time,4.21,N
DP04629,Deepak L,Hyderabad,Car,Part-time,4.39,Y
DP08873,Arjun X,Mumbai,Bike,Full-time,3.71,N
DP05729,Divya T,Kolkata,Cycle,Contract,4.16,Y
DP04950,Rahul Y,Ahmedabad,Bike,Contract,4.06,Y
DP04251,Nikhil J,Pune,Bike,Part-time,4.13,Y
DP10433,Shreya A,Chennai,Bike,Part-time,4.21,Y
DP01664,Sneha Z,Ahmedabad,Bike,Full-time,3.93,Y
DP01496,Pooja W,Mumbai,Scooter,Full-time,3.86,Y
DP01162,Neha S,Kolkata,Bike,Full-time,4.81,Y
DP11134,Shreya U,Bengaluru,Scooter,Contract,4.31,Y
DP13705,Amit A,Delhi,Scooter,Full-time,4.05,Y
DP10778,Suresh X,Delhi,Car,Contract,4.31,Y
DP13185,Shreya B,Ahmedabad,Bike,Contract,4.2,Y
DP04041,Rakesh Z,Chennai,Cycle,Full-time,4.01,Y
DP06458,Manoj Q,Bengaluru,Scooter,Full-time,4.43,Y
DP13609,Manoj L,Mumbai,Cycle,Full-time,3.78,N
DP00698,Pooja E,Kolkata,Bike,Full-time,4.24,Y
DP07810,Pooja O,Chennai,Bike,Contract,4.28,N
DP01652,Ravi P,Hyderabad,Scooter,Contract,3.98,N
DP01294,Meena Z,Delhi,Scooter,Contract,4.03,Y
DP06400,Vikas X,Bengaluru,Bike,Full-time,3.92,Y
DP12756,Nikhil C,Bengaluru,Scooter,Full-time,4.1,Y
DP02422,Suresh M,Bengaluru,Scooter,Part-time,4.61,N
DP10068,Shreya A,Mumbai,Bike,Part-time,3.87,N
DP00044,Vikas M,Kolkata,Scooter,Part-time,3.71,Y
DP00258,Shreya C,Mumbai,Scooter,Part-time,4.37,Y
DP14020,Neha B,Pune,Bike,Part-time,4.22,Y
DP11107,Ananya D,Bengaluru,Cycle,Full-time,3.89,Y
DP12030,Pooja K,Hyderabad,Bike,Full-time,4.14,N
DP12202,Nikhil L,Chennai,Bike,Full-time,4.44,Y
DP09635,Santosh B,Mumbai,Scooter,Contract,4.48,Y
DP10977,Sneha Z,Pune,Scooter,Full-time,4.84,Y
DP11385,Rakesh H,Bengaluru,Scooter,Part-time,4.19,Y
DP01511,Deepak J,Kolkata,Scooter,Full-time,4.64,Y
DP05831,Suresh F,Ahmedabad,Cycle,Full-time,4.13,Y
DP04573,Rakesh F,Kolkata,Bike,Part-time,4.33,N
DP11583,Shreya C,Pune,Cycle,Contract,4.02,N
DP02183,Arjun U,Delhi,Car,Part-time,4.9,Y
DP07039,Priya C,Delhi,Scooter,Full-time,4.25,Y
DP01946,Nikhil A,Kolkata,Scooter,Contract,4.09,N
DP08347,Vikas M,Chennai,Bike,Part-time,3.94,Y
DP13699,Ravi Y,Hyderabad,Cycle,Full-time,4.04,N
DP00922,Kiran Z,Chennai,Scooter,Part-time,3.92,N
DP04808,Pooja E,Chennai,Bike,Contract,4.0,Y
DP10309,Nikhil Y,Mumbai,Scooter,Full-time,4.3,Y
DP10145,Kiran V,Pune,Scooter,Full-time,4.45,Y
DP02943,Manoj A,Mumbai,Car,Full-time,4.23,Y
DP08847,Suresh Y,Chennai,Scooter,Contract,3.58,Y
DP06509,Ananya O,Kolkata,Scooter,Full-time,3.95,Y
DP01024,Amit Y,Pune,Scooter,Full-time,4.27,Y
DP10459,Nikhil G,Mumbai,Scooter,Part-time,4.34,Y
DP06580,Pooja F,Pune,Bike,Contract,4.74,Y
DP05253,Ananya Z,Bengaluru,Bike,Full-time,4.01,N
DP11374,Priya G,Ahmedabad,Cycle,Part-time,4.27,Y
DP11801,Nikhil U,Delhi,Cycle,Full-time,4.08,Y
DP01480,Kiran R,Chennai,Scooter,Contract,3.86,Y
DP06479,Rahul N,Delhi,Scooter,Part-time,3.85,Y
DP09120,Suresh N,Bengaluru,Scooter,Full-time,4.2,N
DP03688,Sneha V,Bengaluru,Scooter,Part-time,3.51,Y
DP06650,Rakesh W,Chennai,Scooter,Contract,4.15,Y
DP00923,Priya P,Chennai,Scooter,Part-time,4.05,Y
DP12629,Meena I,Chennai,Bike,Full-time,4.4,Y
DP07032,Ravi P,Bengaluru,Scooter,Full-time,4.45,Y
DP06709,Shreya J,Hyderabad,Bike,Full-time,4.4,Y
DP00085,Divya M,Bengaluru,Bike,Full-time,3.79,Y
DP10959,Meena C,Delhi,Scooter,Part-time,4.57,Y
DP12438,Shreya N,Delhi,Scooter,Part-time,4.21,N
DP13489,Amit Z,Mumbai,Bike,Full-time,4.31,Y
DP14978,Nikhil H,Mumbai,Cycle,Part-time,4.33,Y
DP01234,Priya I,Kolkata,Cycle,Part-time,4.5,Y
DP03798,Amit F,Mumbai,Scooter,Contract,4.55,N
DP01834,Suresh F,Hyderabad,Cycle,Full-time,4.66,Y
DP08676,Ananya C,Mumbai,Bike,Part-time,4.39,Y
DP13664,Pooja L,Mumbai,Cycle,Contract,4.68,Y
DP08701,Pooja H,Mumbai,Cycle,Part-time,4.36,Y
DP04363,Divya S,Bengaluru,Scooter,Part-time,4.06,Y
DP14287,Nikhil R,Mumbai,Scooter,Full-time,4.08,Y
DP05231,Arjun L,Hyderabad,Scooter,Part-time,4.13,Y
DP07924,Santosh J,Hyderabad,Bike,Full-time,3.78,N
DP13082,Vikas E,Bengaluru,Bike,Part-time,4.28,Y
DP11926,Deepak Y,Kolkata,Bike,Contract,3.74,Y
DP03021,Amit U,Kolkata,Bike,Contract,3.8,Y
DP10465,Meena I,Hyderabad,Car,Part-time,4.46,Y
DP07370,Meena Y,Kolkata,Scooter,Full-time,4.27,Y
DP00343,Sneha A,Delhi,Cycle,Full-time,4.07,Y
DP09992,Amit C,Hyderabad,Cycle,Full-time,4.55,N
DP10718,Manoj H,Hyderabad,Cycle,Contract,4.1,Y
DP01333,Deepak X,Ahmedabad,Bike,Part-time,4.37,Y
DP03051,Neha O,Kolkata,Car,Full-time,3.96,Y
DP10396,Meena R,Ahmedabad,Scooter,Part-time,4.21,Y
DP02103,Suresh D,Kolkata,Car,Full-time,4.25,Y
DP10906,Meena M,Chennai,Scooter,Full-time,3.96,Y
DP08721,Rakesh O,Mumbai,Scooter,Part-time,4.46,Y
DP10813,Ravi W,Chennai,Scooter,Full-time,4.3,Y
DP00635,Divya M,Delhi,Bike,Contract,4.07,Y
DP03502,Shreya N,Hyderabad,Cycle,Part-time,4.35,Y
DP12970,Vikas W,Kolkata,Bike,Full-time,4.28,Y
DP00246,Deepak O,Chennai,Scooter,Part-time,4.47,Y
DP13534,Neha J,Pune,Scooter,Full-time,3.94,N
DP14442,Rahul R,Delhi,Cycle,Full-time,4.27,Y
DP00471,Rahul M,Mumbai,Scooter,Part-time,3.84,Y
DP08779,Santosh X,Delhi,Bike,Full-time,3.36,Y
DP06258,Priya L,Mumbai,Scooter,Full-time,4.39,Y
DP09154,Arjun E,Bengaluru,Bike,Full-time,3.88,Y
DP05376,Divya C,Bengaluru,Bike,Full-time,4.54,Y
DP09271,Ravi W,Delhi,Bike,Full-time,4.16,Y
DP09972,Neha C,Pune,Bike,Contract,4.22,Y
DP14556,Ananya E,Chennai,Bike,Part-time,3.68,Y
DP02884,Meena H,Delhi,Bike,Full-time,4.27,Y
DP14437,Rahul X,Bengaluru,Bike,Part-time,3.88,Y
DP05380,Santosh C,Hyderabad,Cycle,Part-time,4.71,Y
DP03872,Manoj D,Ahmedabad,Bike,Contract,3.9,Y
DP13633,Neha P,Bengaluru,Bike,Part-time,4.31,N
DP02720,Arjun S,Bengaluru,Scooter,Full-time,4.13,Y
DP14028,Rakesh V,Bengaluru,Bike,Full-time,3.82,N
DP10279,Rakesh K,Bengaluru,Bike,Contract,4.06,Y
DP10264,Arjun Q,Chennai,Bike,Contract,3.6,Y
DP03198,Pooja Y,Chennai,Scooter,Part-time,3.89,Y
DP11253,Arjun G,Bengaluru,Scooter,Full-time,4.35,Y
DP09805,Ravi U,Ahmedabad,Bike,Full-time,4.68,N
DP04618,Santosh F,Delhi,Bike,Full-time,4.21,Y
DP03947,Nikhil H,Bengaluru,Car,Contract,3.9,Y
DP10187,Vikas T,Mumbai,Scooter,Part-time,4.57,Y
DP02744,Arjun M,Bengaluru,Car,Full-time,4.33,Y
DP07582,Suresh M,Mumbai,Bike,Full-time,4.06,Y
DP08327,Divya S,Mumbai,Car,Part-time,4.23,Y
DP05724,Rahul R,Chennai,Scooter,Part-time,4.13,Y
DP10769,Rakesh U,Delhi,Scooter,Contract,3.9,Y
DP00064,Meena Z,Bengaluru,Bike,Part-time,4.93,N
DP10162,Arjun Q,Pune,Scooter,Full-time,3.73,Y
DP01919,Sneha X,Kolkata,Bike,Contract,4.19,Y
DP13888,Divya C,Bengaluru,Bike,Contract,4.44,Y
DP10952,Deepak G,Kolkata,Scooter,Full-time,4.19,Y
DP11466,Ravi I,Delhi,Scooter,Part-time,3.76,Y
DP12904,Vikas N,Pune,Scooter,Part-time,4.37,Y
DP00642,Kiran E,Ahmedabad,Cycle,Full-time,4.56,Y
DP06489,Ananya C,Ahmedabad,Bike,Contract,3.83,Y
DP10583,Deepak Q,Delhi,Scooter,Full-time,3.81,Y
DP02237,Nikhil D,Bengaluru,Scooter,Contract,4.56,Y
DP05128,Ananya O,Kolkata,Scooter,Full-time,4.13,Y
DP00537,Rakesh K,Pune,Bike,Full-time,4.35,Y
DP10201,Rahul M,Chennai,Car,Contract,4.61,Y
DP06790,Deepak E,Bengaluru,Cycle,Full-time,4.07,Y
DP03346,Vikas S,Delhi,Cycle,Contract,4.37,Y
DP10777,Kiran C,Bengaluru,Bike,Contract,3.88,Y
DP14548,Pooja R,Bengaluru,Bike,Part-time,4.0,N
DP03942,Nikhil B,Hyderabad,Bike,Part-time,4.3,Y
DP09006,Priya G,Mumbai,Bike,Part-time,3.76,Y
DP00126,Nikhil H,Bengaluru,Scooter,Part-time,4.1,Y
DP03391,Shreya O,Delhi,Scooter,Full-time,4.45,Y
DP00793,Santosh D,Chennai,Scooter,Contract,4.06,Y
DP10785,Meena I,Kolkata,Scooter,Full-time,4.37,Y
DP13973,Priya C,Pune,Scooter,Contract,4.32,Y
DP10366,Priya W,Bengaluru,Scooter,Contract,4.06,Y
DP14346,Arjun E,Ahmedabad,Bike,Full-time,4.24,Y
DP10950,Manoj T,Chennai,Scooter,Full-time,4.53,Y
DP12952,Shreya F,Bengaluru,Scooter,Full-time,4.25,Y
