,DELIVERY_PARTNER_ID,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
3689,DP03690,Nikhil F,Delhi,Bike,Part-time,4.47,Y
3690,DP03691,Nikhil Y,Pune,Bike,Full-time,4.36,Y
3691,DP03692,Santosh O,Mumbai,Bike,Full-time,3.9,Y
3692,DP03693,Priya D,Mumbai,Cycle,Full-time,4.18,Y
3693,DP03694,Nikhil N,Mumbai,Cycle,Full-time,4.12,Y
3694,DP03695,Sneha K,Delhi,Car,Part-time,4.42,Y
3695,DP03696,Ravi B,Hyderabad,Scooter,Contract,4.22,Y
3696,DP03697,Suresh J,Bengaluru,Bike,Part-time,4.05,N
3697,DP03698,Nikhil F,Chennai,Scooter,Part-time,4.51,Y
3698,DP03699,Meena Q,Delhi,Scooter,Full-time,4.28,Y
3699,DP03700,Ravi E,Bengaluru,Cycle,Contract,4.35,Y
3700,DP03701,Nikhil P,Delhi,Bike,Full-time,4.4,Y
3701,DP03702,Ananya Q,Bengaluru,Bike,Full-time,4.2,Y
3702,DP03703,Suresh E,Bengaluru,Bike,Part-time,3.48,Y
3703,DP03704,Deepak K,Mumbai,Scooter,Contract,4.64,Y
3704,DP03705,Meena I,Delhi,Bike,Full-time,4.2,Y
3705,DP03706,Amit F,Mumbai,Bike,Full-time,4.61,Y
3706,DP03707,Meena P,Pune,Bike,Full-time,4.16,Y
3707,DP03708,Arjun G,Mumbai,Cycle,Part-time,4.02,Y
3708,DP03709,Amit Q,Ahmedabad,Scooter,Contract,4.66,N
3709,DP03710,Priya V,Kolkata,Cycle,Full-time,4.35,Y
3710,DP03711,Manoj P,Bengaluru,Bike,Full-time,4.44,Y
3711,DP03712,Nikhil E,Mumbai,Scooter,Part-time,4.08,Y
3712,DP03713,Suresh D,Mumbai,Bike,Part-time,4.19,Y
3713,DP03714,Pooja A,Bengaluru,Bike,Contract,3.97,Y
3714,DP03715,Manoj E,Kolkata,Bike,Full-time,3.87,Y
3715,DP03716,Arjun R,Kolkata,Scooter,Part-time,4.5,Y
3716,DP03717,Manoj G,Bengaluru,Bike,Full-time,4.4,Y
3717,DP03718,Suresh F,Hyderabad,Scooter,Full-time,4.27,Y
3718,DP03719,Suresh J,Hyderabad,Scooter,Part-time,4.29,Y
3719,DP03720,Shreya Q,Delhi,Bike,Part-time,4.42,Y
3720,DP03721,Pooja S,Kolkata,Scooter,Part-time,4.29,N
3721,DP03722,Ravi D,Kolkata,Car,Full-time,3.97,Y
3722,DP03723,Rakesh H,Bengaluru,Bike,Full-time,4.01,Y
3723,DP03724,Manoj I,Bengaluru,Scooter,Contract,3.92,Y
3724,DP03725,Nikhil H,Kolkata,Car,Full-time,4.45,N
3725,DP03726,Divya O,Kolkata,Scooter,Part-time,4.58,Y
3726,DP03727,Rakesh U,Mumbai,Bike,Part-time,3.81,Y
3727,DP03728,Amit J,Mumbai,Cycle,Full-time,4.81,Y
3728,DP03729,Neha I,Kolkata,Bike,Contract,4.08,Y
3729,DP03730,Rahul M,Mumbai,Bike,Full-time,4.01,Y
3730,DP03731,Rahul F,Mumbai,Scooter,Full-time,4.8,Y
3731,DP03732,Santosh C,Ahmedabad,Bike,Full-time,4.1,Y
3732,DP03733,Shreya Q,Kolkata,Cycle,Full-time,4.01,N
3733,DP03734,Divya P,Pune,Scooter,Full-time,3.92,Y
3734,DP03735,Nikhil E,Bengaluru,Bike,Part-time,4.25,Y
3735,DP03736,Deepak Q,Bengaluru,Scooter,Part-time,4.06,Y
3736,DP03737,Meena W,Ahmedabad,Bike,Part-time,3.98,Y
3737,DP03738,Suresh G,Mumbai,Scooter,Full-time,4.51,Y
3738,DP03739,Priya L,Hyderabad,Cycle,Full-time,3.78,Y
3739,DP03740,Neha A,Bengaluru,Bike,Part-time,4.31,Y
3740,DP03741,Nikhil L,Chennai,Bike,Part-time,4.15,Y
3741,DP03742,Pooja Y,Mumbai,Bike,Full-time,3.65,Y
3742,DP03743,Sneha U,Mumbai,Bike,Full-time,4.14,Y
3743,DP03744,Santosh M,Kolkata,Bike,Full-time,3.97,Y
3744,DP03745,Rakesh S,Hyderabad,Bike,Contract,4.59,Y
3745,DP03746,Nikhil P,Delhi,Bike,Part-time,4.58,Y
3746,DP03747,Amit M,Kolkata,Bike,Contract,4.38,Y
3747,DP03748,Sneha L,Mumbai,Bike,Part-time,4.53,Y
3748,DP03749,Divya S,Ahmedabad,Bike,Full-time,4.14,Y
3749,DP03750,Ravi R,Mumbai,Bike,Full-time,3.97,N
3750,DP03751,Priya Y,Mumbai,Scooter,Part-time,4.21,Y
3751,DP03752,Ananya N,Mumbai,Scooter,Contract,4.11,Y
3752,DP03753,Kiran A,Pune,Bike,Contract,4.36,Y
3753,DP03754,Ananya F,Bengaluru,Cycle,Full-time,4.13,Y
3754,DP03755,Amit X,Delhi,Bike,Full-time,4.2,Y
3755,DP03756,Kiran J,Kolkata,Bike,Full-time,4.09,Y
3756,DP03757,Kiran V,Bengaluru,Bike,Full-time,4.1,Y
3757,DP03758,Shreya K,Ahmedabad,Bike,Contract,3.42,Y
3758,DP03759,Rahul T,Bengaluru,Bike,Full-time,4.36,Y
3759,DP03760,Priya A,Mumbai,Scooter,Contract,4.31,Y
3760,DP03761,Rahul A,Chennai,Scooter,Full-time,4.48,Y
3761,DP03762,Priya N,Pune,Bike,Part-time,3.73,Y
3762,DP03763,Kiran D,Bengaluru,Bike,Full-time,4.88,N
3763,DP03764,Nikhil B,Mumbai,Scooter,Part-time,4.09,Y
3764,DP03765,Arjun I,Mumbai,Scooter,Part-time,4.83,Y
3765,DP03766,Shreya W,Mumbai,Scooter,Part-time,3.78,N
3766,DP03767,Ravi S,Mumbai,Scooter,Contract,4.19,Y
3767,DP03768,Neha U,Ahmedabad,Bike,Full-time,4.05,Y
3768,DP03769,Manoj F,Chennai,Bike,Contract,4.59,N
3769,DP03770,Ananya A,Bengaluru,Bike,Full-time,4.25,Y
3770,DP03771,Rakesh W,Chennai,Bike,Full-time,3.97,Y
3771,DP03772,Amit Y,Kolkata,Bike,Part-time,4.28,Y
3772,DP03773,Suresh F,Delhi,Cycle,Full-time,4.32,Y
3773,DP03774,Manoj Q,Bengaluru,Scooter,Full-time,4.5,Y
3774,DP03775,Manoj R,Chennai,Bike,Contract,4.06,Y
3775,DP03776,Rakesh G,Delhi,Scooter,Full-time,3.97,Y
3776,DP03777,Kiran W,Mumbai,Scooter,Full-time,4.35,Y
3777,DP03778,Neha I,Hyderabad,Bike,Part-time,4.13,Y
3778,DP03779,Pooja U,Ahmedabad,Scooter,Contract,3.76,Y
3779,DP03780,Suresh I,Chennai,Cycle,Full-time,4.46,Y
3780,DP03781,Nikhil F,Bengaluru,Scooter,Part-time,3.87,Y
3781,DP03782,Ravi Q,Hyderabad,Cycle,Full-time,4.23,Y
3782,DP03783,Neha Q,Hyderabad,Scooter,Full-time,3.83,Y
3783,DP03784,Vikas Q,Bengaluru,Bike,Full-time,4.45,Y
3784,DP03785,Pooja Y,Chennai,Bike,Full-time,4.0,Y
3785,DP03786,Nikhil G,Delhi,Cycle,Full-time,4.3,Y
3786,DP03787,Sneha E,Chennai,Scooter,Full-time,3.89,Y
3787,DP03788,Suresh C,Bengaluru,Cycle,Full-time,4.08,Y
3788,DP03789,Santosh P,Kolkata,Scooter,Part-time,4.03,Y
3789,DP03790,Deepak N,Pune,Scooter,Full-time,4.94,Y
3790,DP03791,Ravi H,Delhi,Scooter,Contract,3.75,Y
3791,DP03792,Shreya X,Ahmedabad,Bike,Part-time,4.27,Y
3792,DP03793,Nikhil B,Chennai,Bike,Contract,4.59,Y
3793,DP03794,Shreya Z,Chennai,Scooter,Full-time,4.31,Y
3794,DP03795,Deepak I,Mumbai,Car,Full-time,4.21,Y
3795,DP03796,Deepak Y,Bengaluru,Scooter,Full-time,4.51,Y
3796,DP03797,Rakesh J,Chennai,Scooter,Contract,3.98,Y
3797,DP03798,Amit F,Mumbai,Scooter,Contract,4.55,N
3798,DP03799,Vikas A,Ahmedabad,Cycle,Part-time,4.25,Y
3799,DP03800,Arjun A,Bengaluru,Bike,Full-time,4.07,Y
3800,DP03801,Manoj Y,Chennai,Bike,Contract,4.12,Y
3801,DP03802,Meena J,Delhi,Bike,Full-time,4.06,Y
3802,DP03803,Priya O,Ahmedabad,Bike,Part-time,4.5,Y
3803,DP03804,Shreya O,Mumbai,Cycle,Full-time,4.26,Y
3804,DP03805,Neha M,Bengaluru,Bike,Part-time,4.03,N
3805,DP03806,Neha Q,Pune,Bike,Part-time,4.28,N
3806,DP03807,Meena D,Bengaluru,Cycle,Contract,3.84,Y
3807,DP03808,Deepak H,Kolkata,Bike,Contract,4.18,Y
3808,DP03809,Shreya B,Hyderabad,Scooter,Part-time,3.81,Y
3809,DP03810,Kiran N,Pune,Car,Full-time,4.55,Y
3810,DP03811,Meena F,Hyderabad,Bike,Part-time,4.17,Y
3811,DP03812,Amit M,Chennai,Bike,Full-time,4.0,Y
3812,DP03813,Rahul D,Bengaluru,Bike,Part-time,4.07,Y
3813,DP03814,Nikhil T,Bengaluru,Scooter,Part-time,4.49,Y
3814,DP03815,Deepak W,Delhi,Scooter,Full-time,3.53,Y
3815,DP03816,Rakesh A,Pune,Car,Part-time,4.03,Y
3816,DP03817,Sneha U,Delhi,Bike,Full-time,4.12,Y
3817,DP03818,Arjun Y,Bengaluru,Bike,Full-time,4.83,Y
3818,DP03819,Arjun M,Bengaluru,Scooter,Part-time,4.15,Y
3819,DP03820,Nikhil I,Hyderabad,Scooter,Full-time,4.2,N
3820,DP03821,Nikhil Y,Bengaluru,Bike,Contract,4.48,Y
3821,DP03822,Arjun Z,Bengaluru,Scooter,Contract,4.32,Y
3822,DP03823,Rahul Z,Delhi,Scooter,Part-time,3.58,N
3823,DP03824,Neha N,Mumbai,Cycle,Full-time,3.65,Y
3824,DP03825,Divya G,Delhi,Bike,Full-time,3.93,Y
3825,DP03826,Ravi M,Mumbai,Scooter,Part-time,4.34,Y
3826,DP03827,Ananya V,Pune,Car,Part-time,4.61,Y
3827,DP03828,Vikas A,Bengaluru,Bike,Part-time,4.52,Y
3828,DP03829,Neha H,Mumbai,Scooter,Full-time,4.7,Y
3829,DP03830,Ravi K,Bengaluru,Car,Full-time,4.29,Y
3830,DP03831,Vikas P,Delhi,Bike,Part-time,4.2,Y
3831,DP03832,Priya R,Ahmedabad,Scooter,Full-time,4.25,Y
3832,DP03833,Priya D,Pune,Bike,Part-time,3.41,Y
3833,DP03834,Vikas Y,Delhi,Car,Contract,4.24,Y
3834,DP03835,Suresh Z,Hyderabad,Bike,Full-time,3.77,Y
3835,DP03836,Pooja D,Bengaluru,Cycle,Part-time,3.99,Y
3836,DP03837,Ravi G,Kolkata,Scooter,Contract,4.66,Y
3837,DP03838,Amit D,Mumbai,Bike,Full-time,4.44,Y
3838,DP03839,Arjun H,Kolkata,Cycle,Full-time,4.56,Y
3839,DP03840,Amit T,Delhi,Cycle,Part-time,3.92,Y
3840,DP03841,Meena T,Bengaluru,Scooter,Contract,3.95,Y
3841,DP03842,Neha N,Delhi,Bike,Part-time,4.35,Y
3842,DP03843,Sneha H,Chennai,Scooter,Full-time,4.25,Y
3843,DP03844,Pooja H,Mumbai,Bike,Part-time,4.21,N
3844,DP03845,Amit A,Bengaluru,Cycle,Full-time,4.77,Y
3845,DP03846,Arjun R,Mumbai,Car,Full-time,4.59,Y
3846,DP03847,Amit O,Bengaluru,Bike,Full-time,4.01,Y
3847,DP03848,Sneha N,Mumbai,Bike,Part-time,4.33,Y
3848,DP03849,Nikhil C,Mumbai,Scooter,Part-time,4.56,Y
3849,DP03850,Ananya E,Hyderabad,Bike,Full-time,4.52,N
3850,DP03851,Suresh H,Delhi,Bike,Contract,4.01,Y
3851,DP03852,Manoj G,Chennai,Scooter,Full-time,3.96,Y
3852,DP03853,Shreya V,Kolkata,Bike,Full-time,3.96,N
3853,DP03854,Vikas C,Kolkata,Bike,Part-time,3.69,N
3854,DP03855,Nikhil S,Hyderabad,Bike,Full-time,4.61,Y
3855,DP03856,Divya Q,Hyderabad,Scooter,Part-time,4.16,Y
3856,DP03857,Ravi C,Kolkata,Scooter,Contract,4.53,Y
3857,DP03858,Sneha S,Mumbai,Scooter,Full-time,3.62,Y
3858,DP03859,Nikhil Q,Kolkata,Scooter,Contract,3.62,Y
3859,DP03860,Manoj X,Ahmedabad,Bike,Contract,4.01,Y
3860,DP03861,Rahul V,Bengaluru,Scooter,Contract,4.4,Y
3861,DP03862,Arjun D,Bengaluru,Cycle,Full-time,4.31,Y
3862,DP03863,Nikhil W,Delhi,Scooter,Contract,4.92,Y
3863,DP03864,Divya G,Pune,Scooter,Contract,4.77,Y
3864,DP03865,Suresh N,Bengaluru,Scooter,Full-time,4.14,Y
3865,DP03866,Sneha K,Pune,Bike,Part-time,4.08,Y
3866,DP03867,Vikas H,Bengaluru,Scooter,Full-time,4.38,Y
3867,DP03868,Ananya I,Delhi,Bike,Full-time,4.3,Y
3868,DP03869,Nikhil H,Bengaluru,Bike,Part-time,4.41,Y
3869,DP03870,Ananya X,Bengaluru,Bike,Part-time,4.16,N
3870,DP03871,Sneha C,Bengaluru,Cycle,Full-time,3.99,N
3871,DP03872,Manoj D,Ahmedabad,Bike,Contract,3.9,Y
3872,DP03873,Rakesh N,Kolkata,Bike,Full-time,3.82,Y
3873,DP03874,Santosh F,Chennai,Bike,Full-time,3.57,N
3874,DP03875,Suresh Z,Delhi,Car,Full-time,4.15,Y
3875,DP03876,Arjun S,Ahmedabad,Scooter,Contract,4.23,Y
3876,DP03877,Amit Q,Ahmedabad,Bike,Full-time,4.3,Y
3877,DP03878,Sneha X,Chennai,Cycle,Part-time,3.82,N
3878,DP03879,Amit M,Pune,Scooter,Full-time,4.37,Y
3879,DP03880,Nikhil J,Delhi,Bike,Full-time,4.19,Y
3880,DP03881,Santosh L,Bengaluru,Car,Full-time,4.22,Y
3881,DP03882,Nikhil Z,Ahmedabad,Cycle,Part-time,4.36,Y
3882,DP03883,Shreya W,Ahmedabad,Bike,Full-time,3.87,N
3883,DP03884,Ananya U,Bengaluru,Scooter,Contract,4.05,Y
3884,DP03885,Shreya K,Delhi,Scooter,Part-time,4.24,Y
3885,DP03886,Nikhil K,Pune,Scooter,Full-time,4.26,Y
3886,DP03887,Ravi K,Kolkata,Scooter,Full-time,4.18,Y
3887,DP03888,Ravi B,Hyderabad,Bike,Full-time,4.07,Y
3888,DP03889,Suresh M,Kolkata,Bike,Full-time,4.58,N
3889,DP03890,Vikas S,Chennai,Bike,Full-time,4.05,Y
3890,DP03891,Arjun G,Pune,Cycle,Contract,4.43,Y
3891,DP03892,Amit G,Ahmedabad,Bike,Full-time,4.14,Y
3892,DP03893,Manoj E,Mumbai,Scooter,Full-time,3.69,Y
3893,DP03894,Kiran M,Kolkata,Bike,Contract,3.89,Y
3894,DP03895,Manoj Z,Mumbai,Bike,Part-time,4.39,N
3895,DP03896,Divya M,Mumbai,Bike,Contract,4.6,N
3896,DP03897,Vikas J,Bengaluru,Scooter,Part-time,4.26,Y
3897,DP03898,Deepak H,Bengaluru,Bike,Part-time,4.82,Y
3898,DP03899,Rahul T,Chennai,Bike,Contract,3.97,Y
3899,DP03900,Ananya G,Ahmedabad,Car,Full-time,3.66,Y
3900,DP03901,Santosh N,Ahmedabad,Cycle,Full-time,3.82,N
3901,DP03902,Meena U,Bengaluru,Scooter,Full-time,3.98,Y
3902,DP03903,Kiran L,Ahmedabad,Car,Part-time,4.36,Y
3903,DP03904,Ravi Z,Pune,Scooter,Contract,4.04,Y
3904,DP03905,Manoj P,Mumbai,Scooter,Full-time,4.01,N
3905,DP03906,Rakesh U,Mumbai,Car,Contract,4.01,Y
3906,DP03907,Deepak J,Bengaluru,Cycle,Part-time,4.04,Y
3907,DP03908,Deepak U,Kolkata,Bike,Part-time,4.25,Y
3908,DP03909,Priya M,Chennai,Scooter,Contract,4.12,N
3909,DP03910,Sneha U,Chennai,Scooter,Contract,4.19,Y
3910,DP03911,Ananya K,Kolkata,Bike,Full-time,4.19,Y
3911,DP03912,Divya K,Chennai,Cycle,Full-time,4.47,Y
3912,DP03913,Meena Y,Delhi,Bike,Part-time,3.8,N
3913,DP03914,Meena S,Delhi,Bike,Part-time,3.65,Y
3914,DP03915,Rahul N,Bengaluru,Cycle,Part-time,4.1,Y
3915,DP03916,Ananya X,Delhi,Car,Part-time,4.01,Y
3916,DP03917,Suresh J,Ahmedabad,Scooter,Contract,4.75,Y
3917,DP03918,Neha I,Bengaluru,Scooter,Full-time,3.56,Y
3918,DP03919,Kiran Q,Mumbai,Scooter,Contract,3.96,Y
3919,DP03920,Ravi E,Mumbai,Bike,Contract,3.89,Y
3920,DP03921,Pooja C,Ahmedabad,Bike,Full-time,4.53,Y
3921,DP03922,Rahul A,Pune,Scooter,Contract,3.98,Y
3922,DP03923,Rakesh J,Delhi,Scooter,Contract,4.32,Y
3923,DP03924,Arjun J,Mumbai,Bike,Full-time,4.59,Y
3924,DP03925,Amit P,Bengaluru,Scooter,Full-time,4.34,Y
3925,DP03926,Santosh Z,Bengaluru,Cycle,Part-time,4.1,N
3926,DP03927,Ravi T,Chennai,Car,Full-time,4.38,Y
3927,DP03928,Kiran T,Bengaluru,Cycle,Full-time,4.46,Y
3928,DP03929,Priya X,Pune,Cycle,Contract,4.2,Y
3929,DP03930,Rahul P,Chennai,Bike,Part-time,4.37,N
3930,DP03931,Arjun N,Hyderabad,Cycle,Full-time,4.31,Y
3931,DP03932,Meena H,Chennai,Bike,Full-time,4.42,N
3932,DP03933,Manoj T,Bengaluru,Scooter,Full-time,4.16,Y
3933,DP03934,Shreya K,Delhi,Bike,Part-time,4.17,Y
3934,DP03935,Rahul D,Hyderabad,Scooter,Full-time,3.95,N
3935,DP03936,Suresh B,Kolkata,Bike,Part-time,3.69,Y
3936,DP03937,Suresh B,Hyderabad,Cycle,Part-time,4.62,Y
3937,DP03938,Meena B,Chennai,Cycle,Full-time,3.75,Y
3938,DP03939,Neha C,Hyderabad,Scooter,Full-time,3.69,Y
3939,DP03940,Rakesh W,Pune,Scooter,Full-time,3.74,Y
3940,DP03941,Vikas L,Bengaluru,Bike,Full-time,4.35,Y
3941,DP03942,Nikhil B,Hyderabad,Bike,Part-time,4.3,Y
3942,DP03943,Santosh E,Mumbai,Cycle,Part-time,3.6,Y
3943,DP03944,Priya Y,Bengaluru,Scooter,Full-time,4.4,Y
3944,DP03945,Vikas L,Hyderabad,Bike,Full-time,3.95,Y
3945,DP03946,Manoj Q,Kolkata,Scooter,Full-time,4.2,Y
3946,DP03947,Nikhil H,Bengaluru,Car,Contract,3.9,Y
3947,DP03948,Ravi Z,Mumbai,Scooter,Part-time,4.24,Y
3948,DP03949,Rahul M,Pune,Bike,Full-time,4.54,Y
3949,DP03950,Shreya X,Kolkata,Bike,Full-time,4.15,Y
3950,DP03951,Rahul U,Kolkata,Bike,Full-time,4.4,Y
3951,DP03952,Amit J,Chennai,Bike,Contract,4.36,Y
3952,DP03953,Suresh F,Mumbai,Scooter,Full-time,3.8,Y
3953,DP03954,Suresh Q,Chennai,Bike,Full-time,4.45,N
3954,DP03955,Sneha B,Bengaluru,Cycle,Full-time,3.76,N
3955,DP03956,Meena M,Bengaluru,Scooter,Full-time,3.69,Y
3956,DP03957,Ananya I,Bengaluru,Bike,Full-time,4.01,N
3957,DP03958,Vikas C,Bengaluru,Bike,Contract,3.94,Y
3958,DP03959,Rahul F,Bengaluru,Scooter,Full-time,4.27,Y
3959,DP03960,Meena C,Bengaluru,Bike,Full-time,4.36,Y
3960,DP03961,Pooja R,Kolkata,Scooter,Part-time,4.51,Y
3961,DP03962,Vikas G,Delhi,Bike,Full-time,3.98,Y
3962,DP03963,Priya Y,Ahmedabad,Scooter,Contract,4.69,Y
3963,DP03964,Divya K,Chennai,Bike,Full-time,4.33,Y
3964,DP03965,Ravi M,Mumbai,Scooter,Full-time,4.42,Y
3965,DP03966,Suresh X,Kolkata,Bike,Full-time,4.3,Y
3966,DP03967,Sneha E,Bengaluru,Bike,Full-time,3.95,Y
3967,DP03968,Neha X,Chennai,Bike,Part-time,4.43,Y
3968,DP03969,Suresh Y,Delhi,Bike,Full-time,4.29,Y
3969,DP03970,Sneha Q,Mumbai,Scooter,Full-time,3.91,Y
3970,DP03971,Pooja F,Bengaluru,Cycle,Full-time,4.06,Y
3971,DP03972,Deepak D,Kolkata,Scooter,Full-time,3.87,Y
3972,DP03973,Meena K,Bengaluru,Scooter,Part-time,3.97,N
3973,DP03974,Santosh S,Hyderabad,Scooter,Part-time,4.62,N
3974,DP03975,Suresh X,Delhi,Bike,Part-time,4.11,Y
3975,DP03976,Meena C,Bengaluru,Bike,Full-time,4.41,N
3976,DP03977,Vikas W,Bengaluru,Scooter,Full-time,4.21,Y
3977,DP03978,Suresh A,Bengaluru,Car,Full-time,3.68,Y
3978,DP03979,Santosh E,Bengaluru,Bike,Part-time,4.31,N
3979,DP03980,Priya W,Delhi,Cycle,Contract,4.73,Y
3980,DP03981,Rakesh Y,Chennai,Bike,Part-time,4.62,Y
3981,DP03982,Deepak I,Delhi,Car,Full-time,4.13,N
3982,DP03983,Divya R,Bengaluru,Scooter,Part-time,3.88,Y
3983,DP03984,Ravi Q,Delhi,Car,Contract,4.36,Y
3984,DP03985,Arjun W,Bengaluru,Scooter,Full-time,4.84,Y
3985,DP03986,Ananya C,Bengaluru,Car,Part-time,4.54,Y
3986,DP03987,Rahul I,Chennai,Scooter,Full-time,4.28,Y
3987,DP03988,Ananya H,Kolkata,Cycle,Contract,4.6,Y
3988,DP03989,Arjun S,Bengaluru,Scooter,Full-time,4.14,Y
3989,DP03990,Divya E,Ahmedabad,Scooter,Part-time,3.8,Y
3990,DP03991,Kiran P,Hyderabad,Scooter,Full-time,4.16,Y
3991,DP03992,Neha H,Chennai,Bike,Part-time,3.67,Y
3992,DP03993,Neha I,Bengaluru,Cycle,Full-time,3.69,Y
3993,DP03994,Pooja M,Mumbai,Bike,Contract,3.99,Y
3994,DP03995,Rahul L,Bengaluru,Scooter,Full-time,4.82,Y
3995,DP03996,Rahul A,Delhi,Cycle,Full-time,4.85,Y
3996,DP03997,Pooja N,Mumbai,Bike,Part-time,4.32,Y
3997,DP03998,Suresh A,Delhi,Bike,Full-time,4.27,N
3998,DP03999,Priya P,Mumbai,Bike,Contract,4.88,Y
3999,DP04000,Rahul D,Chennai,Scooter,Full-time,4.38,Y
4000,DP04001,Suresh D,Bengaluru,Scooter,Contract,4.53,Y
4001,DP04002,Vikas U,Hyderabad,Scooter,Full-time,4.83,Y
4002,DP04003,Pooja Y,Mumbai,Bike,Part-time,4.33,Y
4003,DP04004,Manoj M,Mumbai,Bike,Full-time,4.28,Y
4004,DP04005,Manoj T,Delhi,Bike,Full-time,4.19,N
4005,DP04006,Amit T,Bengaluru,Cycle,Contract,3.92,Y
4006,DP04007,Arjun I,Chennai,Bike,Full-time,4.52,Y
4007,DP04008,Priya I,Mumbai,Bike,Full-time,4.26,Y
4008,DP04009,Vikas O,Pune,Bike,Full-time,4.45,Y
4009,DP04010,Vikas U,Hyderabad,Bike,Full-time,4.33,Y
4010,DP04011,Kiran T,Kolkata,Bike,Full-time,4.55,Y
4011,DP04012,Deepak B,Mumbai,Bike,Part-time,3.82,N
4012,DP04013,Rakesh B,Chennai,Scooter,Part-time,4.66,Y
4013,DP04014,Rahul N,Bengaluru,Cycle,Full-time,4.12,Y
4014,DP04015,Meena M,Delhi,Scooter,Full-time,4.71,Y
4015,DP04016,Rahul C,Hyderabad,Bike,Part-time,4.2,Y
4016,DP04017,Kiran T,Chennai,Cycle,Part-time,4.38,Y
4017,DP04018,Santosh Z,Mumbai,Bike,Part-time,4.55,Y
4018,DP04019,Pooja K,Delhi,Bike,Full-time,4.08,Y
4019,DP04020,Divya J,Ahmedabad,Scooter,Full-time,4.6,Y
4020,DP04021,Suresh T,Mumbai,Scooter,Full-time,4.09,Y
4021,DP04022,Suresh G,Kolkata,Bike,Full-time,4.36,Y
4022,DP04023,Vikas V,Bengaluru,Bike,Part-time,4.18,Y
4023,DP04024,Ananya G,Delhi,Scooter,Full-time,4.31,Y
4024,DP04025,Priya J,Bengaluru,Scooter,Full-time,4.0,Y
4025,DP04026,Priya K,Hyderabad,Bike,Contract,4.31,Y
4026,DP04027,Ananya Q,Pune,Scooter,Contract,3.71,Y
4027,DP04028,Nikhil V,Hyderabad,Bike,Part-time,4.86,N
4028,DP04029,Arjun O,Mumbai,Scooter,Full-time,4.7,Y
4029,DP04030,Deepak H,Bengaluru,Scooter,Full-time,4.32,Y
4030,DP04031,Arjun J,Kolkata,Bike,Part-time,4.07,Y
4031,DP04032,Sneha R,Ahmedabad,Cycle,Contract,4.39,Y
4032,DP04033,Kiran F,Delhi,Bike,Contract,4.32,N
4033,DP04034,Amit T,Hyderabad,Scooter,Full-time,4.27,Y
4034,DP04035,Neha R,Delhi,Bike,Contract,4.23,Y
4035,DP04036,Divya R,Bengaluru,Scooter,Contract,3.53,Y
4036,DP04037,Pooja M,Ahmedabad,Cycle,Full-time,4.02,Y
4037,DP04038,Deepak E,Ahmedabad,Car,Full-time,4.5,Y
4038,DP04039,Pooja R,Bengaluru,Scooter,Part-time,4.07,Y
4039,DP04040,Priya N,Mumbai,Bike,Part-time,4.1,Y
4040,DP04041,Rakesh Z,Chennai,Cycle,Full-time,4.01,Y
4041,DP04042,Meena P,Pune,Cycle,Part-time,4.17,Y
4042,DP04043,Suresh U,Mumbai,Bike,Part-time,4.14,Y
4043,DP04044,Pooja T,Chennai,Bike,Full-time,3.97,Y
4044,DP04045,Suresh D,Delhi,Cycle,Full-time,4.08,Y
4045,DP04046,Suresh M,Delhi,Car,Contract,4.13,Y
4046,DP04047,Priya V,Kolkata,Bike,Contract,4.11,Y
4047,DP04048,Sneha L,Pune,Scooter,Full-time,4.14,N
4048,DP04049,Meena W,Pune,Scooter,Contract,4.37,Y
4049,DP04050,Divya E,Hyderabad,Bike,Contract,4.32,N
4050,DP04051,Divya C,Chennai,Scooter,Full-time,4.2,Y
4051,DP04052,Suresh E,Mumbai,Scooter,Contract,4.51,N
4052,DP04053,Rakesh Z,Mumbai,Cycle,Contract,3.6,Y
4053,DP04054,Rakesh Z,Ahmedabad,Car,Contract,4.21,Y
4054,DP04055,Rakesh T,Bengaluru,Bike,Contract,4.25,Y
4055,DP04056,Shreya C,Ahmedabad,Cycle,Part-time,3.98,Y
4056,DP04057,Nikhil R,Delhi,Cycle,Full-time,3.58,Y
4057,DP04058,Ravi W,Bengaluru,Scooter,Part-time,3.45,Y
4058,DP04059,Manoj G,Ahmedabad,Scooter,Contract,3.74,Y
4059,DP04060,Pooja X,Mumbai,Bike,Part-time,4.19,Y
4060,DP04061,Rahul V,Mumbai,Bike,Part-time,4.29,Y
4061,DP04062,Divya W,Chennai,Bike,Part-time,4.7,Y
4062,DP04063,Rahul V,Mumbai,Bike,Contract,4.21,Y
4063,DP04064,Vikas I,Kolkata,Scooter,Part-time,4.05,Y
4064,DP04065,Pooja C,Bengaluru,Scooter,Full-time,4.01,N
4065,DP04066,Meena M,Ahmedabad,Bike,Full-time,4.42,Y
4066,DP04067,Deepak Y,Mumbai,Car,Full-time,4.79,N
4067,DP04068,Neha R,Chennai,Bike,Contract,4.36,Y
4068,DP04069,Rakesh H,Mumbai,Car,Contract,4.01,Y
4069,DP04070,Kiran Y,Mumbai,Bike,Part-time,4.75,Y
4070,DP04071,Rahul C,Delhi,Bike,Contract,4.8,Y
4071,DP04072,Rakesh X,Mumbai,Cycle,Full-time,3.83,Y
4072,DP04073,Arjun F,Ahmedabad,Scooter,Part-time,4.15,Y
4073,DP04074,Kiran C,Kolkata,Bike,Part-time,3.89,Y
